id,log_feature,volume
16656,FT 376,22
16657,FT 291,13
16657,FT 283,18
16658,FT 290,5
16658,FT 368,22
16658,FT 291,3
16658,FT 376,3
16658,FT 283,3
16658,FT 368,3
16659,FT 290,1
16659,FT 375,3
16659,FT 290,5
16660,FT 291,14
16660,FT 283,14
16661,FT 368,18
16661,FT 375,13
16661,FT 376,18
16661,FT 291,22
16661,FT 376,45
16662,FT 283,22
16662,FT 368,44
16663,FT 375,39
16663,FT 290,7
16663,FT 283,9
16663,FT 290,4
16664,FT 376,18
16664,FT 368,16
16665,FT 291,8
16665,FT 375,14
16666,FT 283,40
16666,FT 368,43
16667,FT 291,43
16667,FT 376,43
16668,FT 290,7
16668,FT 375,39
16669,FT 368,7
16669,FT 283,5
16669,FT 290,2
16669,FT 291,5
16669,FT 376,7
16669,FT 375,5
16670,FT 290,4
16670,FT 376,8
16670,FT 375,4
16670,FT 283,5
16670,FT 291,4
16670,FT 368,8
16670,FT 376,4
16670,FT 290,1
16670,FT 375,2
16670,FT 368,4
16670,FT 291,2
16670,FT 283,2
16670,FT 375,5
16670,FT 283,2
16671,FT 291,3
16671,FT 376,5
16671,FT 368,5
16671,FT 375,5
16672,FT 290,3
16672,FT 291,2
16672,FT 376,8
16672,FT 283,2
16673,FT 368,8
16673,FT 293,1
16673,FT 283,9
16673,FT 368,10
16674,FT 375,8
16674,FT 290,2
16675,FT 291,10
16675,FT 376,10
16676,FT 378,1
16676,FT 375,6
16677,FT 283,4
16677,FT 368,7
16677,FT 291,5
16678,FT 376,7
16678,FT 290,1
16678,FT 368,6
16678,FT 290,2
16678,FT 291,3
16678,FT 376,6
16679,FT 375,4
16679,FT 283,3
16680,FT 375,6
16680,FT 376,9
16681,FT 290,3
16681,FT 368,9
16681,FT 291,4
16681,FT 283,3
16682,FT 283,39
16682,FT 375,41
16683,FT 368,55
16683,FT 376,55
16683,FT 291,35
16683,FT 290,14
16683,FT 290,12
16683,FT 375,31
16683,FT 368,42
16684,FT 291,27
16684,FT 283,28
16684,FT 376,43
16685,FT 291,19
16686,FT 375,26
16686,FT 124,1
16687,FT 290,11
16687,FT 125,2
16688,FT 368,33
16688,FT 376,33
16688,FT 283,19
16688,FT 120,2
16688,FT 368,41
16688,FT 283,42
16688,FT 375,39
16689,FT 376,41
16689,FT 291,41
16690,FT 290,2
16690,FT 291,5
16691,FT 376,8
16691,FT 375,7
16692,FT 290,1
16692,FT 283,4
16692,FT 368,8
16692,FT 291,2
16693,FT 283,2
16693,FT 376,15
16693,FT 368,15
16693,FT 375,1
16693,FT 368,6
16693,FT 376,6
16694,FT 283,4
16694,FT 291,3
16694,FT 375,6
16694,FT 368,4
16694,FT 376,4
16695,FT 290,1
16696,FT 375,3
16696,FT 283,2
16697,FT 291,2
16697,FT 368,21
16698,FT 376,21
16698,FT 283,17
16699,FT 290,4
16699,FT 291,17
16700,FT 375,18
16700,FT 290,1
16701,FT 376,5
16701,FT 375,4
16701,FT 291,10
16701,FT 283,9
16701,FT 368,5
16701,FT 376,1
16701,FT 290,1
16701,FT 368,1
16702,FT 376,4
16702,FT 290,1
16702,FT 291,3
16702,FT 283,3
16702,FT 368,4
16702,FT 378,3
16703,FT 375,3
16703,FT 293,1
16704,FT 166,1
16704,FT 50,1
16705,FT 285,8
16705,FT 370,3
16706,FT 219,1
16706,FT 134,1
16706,FT 374,2
16706,FT 289,1
16706,FT 289,1
16706,FT 374,1
16706,FT 374,2
16706,FT 374,1
16707,FT 291,3
16707,FT 376,4
16708,FT 375,4
16708,FT 368,4
16709,FT 293,1
16709,FT 378,1
16710,FT 283,3
16710,FT 375,5
16711,FT 283,1
16711,FT 368,6
16712,FT 291,2
16712,FT 376,6
16713,FT 290,1
16713,FT 283,3
16713,FT 368,6
16713,FT 289,1
16714,FT 290,1
16714,FT 375,5
16715,FT 291,3
16716,FT 376,6
16716,FT 368,1
16717,FT 374,1
16717,FT 290,1
16718,FT 376,1
16719,FT 291,1
16719,FT 283,1
16719,FT 375,49
16720,FT 283,44
16720,FT 291,51
16720,FT 368,54
16720,FT 376,54
16721,FT 290,10
16722,FT 376,67
16722,FT 283,42
16723,FT 290,11
16723,FT 291,43
16723,FT 375,58
16723,FT 368,67
16723,FT 283,11
16723,FT 291,10
16724,FT 375,13
16725,FT 290,3
16725,FT 376,16
16726,FT 368,15
16726,FT 283,16
16727,FT 291,14
16727,FT 375,13
16727,FT 376,17
16727,FT 368,17
16728,FT 290,4
16728,FT 283,3
16729,FT 291,3
16729,FT 376,3
16730,FT 375,3
16730,FT 368,3
16730,FT 375,29
16730,FT 290,6
16730,FT 368,35
16730,FT 283,25
16730,FT 291,27
16730,FT 376,35
16730,FT 283,16
16730,FT 291,21
16731,FT 374,1
16731,FT 375,25
16731,FT 290,2
16732,FT 376,26
16733,FT 368,27
16733,FT 291,5
16734,FT 290,3
16734,FT 374,1
16734,FT 283,5
16734,FT 375,3
16735,FT 376,6
16735,FT 368,6
16735,FT 290,4
16735,FT 283,11
16735,FT 291,12
16735,FT 368,17
16736,FT 375,13
16736,FT 376,17
16737,FT 368,1
16737,FT 376,1
16738,FT 375,1
16738,FT 283,7
16739,FT 291,9
16739,FT 375,5
16739,FT 368,7
16739,FT 376,7
16739,FT 290,1
16739,FT 283,7
16739,FT 376,5
16739,FT 290,1
16739,FT 291,6
16739,FT 375,6
16739,FT 368,4
16739,FT 375,5
16740,FT 291,6
16741,FT 283,7
16741,FT 376,8
16741,FT 368,7
16742,FT 290,3
16742,FT 283,8
16743,FT 291,8
16743,FT 376,10
16744,FT 375,6
16744,FT 378,1
16745,FT 368,10
16745,FT 290,4
16746,FT 293,1
16746,FT 290,2
16747,FT 368,6
16747,FT 376,6
16748,FT 291,3
16749,FT 375,4
16749,FT 283,2
16750,FT 374,1
16751,FT 368,4
16751,FT 291,4
16752,FT 376,4
16752,FT 283,5
16752,FT 375,4
16752,FT 375,4
16753,FT 291,4
16753,FT 368,4
16754,FT 376,4
16754,FT 283,4
16755,FT 375,3
16755,FT 291,3
16756,FT 283,3
16756,FT 376,4
16757,FT 368,4
16757,FT 376,5
16758,FT 283,4
16758,FT 291,3
16759,FT 375,5
16760,FT 368,5
16760,FT 291,4
16761,FT 376,5
16761,FT 368,5
16762,FT 290,1
16762,FT 375,3
16763,FT 283,4
16763,FT 291,1
16764,FT 375,1
16764,FT 368,1
16764,FT 283,2
16765,FT 376,1
16765,FT 376,10
16766,FT 290,3
16767,FT 283,4
16767,FT 374,1
16767,FT 368,10
16767,FT 291,4
16768,FT 375,7
16768,FT 283,17
16769,FT 293,1
16769,FT 291,16
16769,FT 376,52
16769,FT 368,51
16769,FT 375,45
16769,FT 378,1
16770,FT 290,8
16770,FT 375,7
16770,FT 283,3
16770,FT 290,2
16771,FT 376,9
16771,FT 368,9
16771,FT 291,8
16771,FT 376,19
16772,FT 368,20
16772,FT 283,7
16772,FT 290,5
16772,FT 375,15
16772,FT 134,1
16772,FT 219,1
16772,FT 290,1
16772,FT 283,2
16773,FT 375,6
16773,FT 368,9
16773,FT 291,2
16774,FT 376,9
16774,FT 283,2
16774,FT 375,7
16775,FT 290,1
16775,FT 376,7
16776,FT 368,7
16777,FT 291,3
16777,FT 376,4
16778,FT 291,3
16778,FT 375,4
16779,FT 368,4
16780,FT 283,3
16780,FT 283,1
16781,FT 291,1
16781,FT 375,13
16781,FT 291,13
16781,FT 283,12
16782,FT 290,2
16782,FT 376,13
16783,FT 368,13
16783,FT 376,10
16783,FT 290,1
16783,FT 291,10
16784,FT 375,9
16784,FT 283,10
16784,FT 368,10
16784,FT 376,13
16784,FT 368,13
16785,FT 375,7
16785,FT 291,11
16785,FT 290,6
16785,FT 283,11
16786,FT 376,6
16786,FT 290,1
16786,FT 375,5
16786,FT 368,6
16787,FT 368,3
16788,FT 375,3
16789,FT 376,3
16790,FT 291,6
16790,FT 376,15
16791,FT 375,12
16792,FT 283,6
16793,FT 290,3
16793,FT 368,15
16794,FT 375,11
16794,FT 291,3
16795,FT 374,1
16795,FT 283,3
16795,FT 290,4
16796,FT 368,15
16796,FT 376,15
16796,FT 375,3
16796,FT 376,3
16797,FT 368,3
16797,FT 283,2
16798,FT 291,2
16799,FT 291,3
16799,FT 283,3
16799,FT 368,5
16799,FT 376,5
16800,FT 375,5
16801,FT 376,2
16801,FT 375,2
16802,FT 368,2
16802,FT 290,6
16803,FT 374,1
16803,FT 283,2
16804,FT 375,16
16804,FT 368,22
16804,FT 376,22
16805,FT 291,1
16805,FT 291,46
16805,FT 375,34
16805,FT 376,2
16805,FT 374,1
16805,FT 283,48
16806,FT 368,1
16806,FT 290,13
16807,FT 283,31
16807,FT 291,31
16807,FT 376,10
16807,FT 290,15
16807,FT 368,10
16807,FT 375,25
16807,FT 376,1
16807,FT 374,1
16808,FT 375,1
16808,FT 368,1
16808,FT 290,1
16808,FT 375,1
16809,FT 283,2
16809,FT 291,2
16809,FT 368,2
16809,FT 376,2
16810,FT 376,4
16810,FT 368,4
16811,FT 378,1
16811,FT 291,1
16811,FT 283,1
16811,FT 290,1
16812,FT 375,3
16812,FT 368,3
16813,FT 291,1
16813,FT 376,3
16813,FT 290,1
16813,FT 283,1
16814,FT 375,2
16814,FT 375,5
16815,FT 374,1
16815,FT 291,6
16816,FT 368,4
16816,FT 376,4
16816,FT 283,6
16817,FT 290,3
16817,FT 374,1
16818,FT 376,3
16818,FT 375,1
16819,FT 368,3
16819,FT 283,1
16820,FT 291,1
16821,FT 290,2
16821,FT 375,3
16821,FT 368,4
16821,FT 376,4
16822,FT 374,1
16822,FT 290,1
16823,FT 291,10
16823,FT 374,2
16824,FT 368,16
16824,FT 376,16
16825,FT 290,4
16825,FT 283,10
16825,FT 375,12
16825,FT 368,4
16825,FT 376,4
16825,FT 290,1
16825,FT 375,3
16826,FT 283,5
16826,FT 375,19
16826,FT 368,17
16826,FT 291,5
16827,FT 376,17
16827,FT 374,1
16827,FT 291,4
16827,FT 283,5
16828,FT 376,6
16828,FT 368,6
16828,FT 290,2
16828,FT 375,4
16828,FT 375,9
16828,FT 291,3
16828,FT 368,10
16828,FT 283,2
16828,FT 290,1
16828,FT 376,10
16828,FT 283,2
16828,FT 291,2
16829,FT 368,5
16829,FT 376,5
16830,FT 375,5
16831,FT 291,10
16831,FT 368,14
16832,FT 290,1
16832,FT 374,1
16832,FT 375,13
16832,FT 376,14
16833,FT 283,10
16833,FT 283,1
16833,FT 375,6
16833,FT 368,6
16833,FT 376,6
16834,FT 291,1
16834,FT 293,1
16834,FT 375,5
16834,FT 283,1
16835,FT 291,1
16836,FT 376,4
16836,FT 368,4
16837,FT 368,13
16837,FT 375,11
16838,FT 290,2
16839,FT 376,13
16839,FT 283,1
16839,FT 291,1
16839,FT 291,4
16840,FT 283,5
16840,FT 290,4
16841,FT 375,19
16841,FT 368,21
16842,FT 376,21
16842,FT 283,1
16842,FT 376,5
16842,FT 375,4
16843,FT 374,1
16843,FT 368,5
16843,FT 290,1
16843,FT 290,7
16844,FT 375,7
16844,FT 378,2
16845,FT 368,14
16845,FT 283,1
16846,FT 376,14
16846,FT 283,3
16847,FT 125,2
16847,FT 375,8
16847,FT 290,1
16847,FT 376,6
16848,FT 291,4
16848,FT 120,2
16848,FT 368,7
16848,FT 290,2
16848,FT 283,1
16848,FT 375,10
16848,FT 368,12
16849,FT 376,12
16849,FT 291,1
16850,FT 285,8
16850,FT 289,10
16850,FT 370,4
16850,FT 134,1
16851,FT 293,27
16851,FT 375,1
16851,FT 219,1
16851,FT 290,1
16852,FT 378,27
16852,FT 376,4
16853,FT 122,1
16853,FT 368,2
16854,FT 291,1
16854,FT 376,4
16855,FT 375,4
16855,FT 283,1
16856,FT 368,4
16856,FT 290,1
16856,FT 375,1
16856,FT 368,2
16857,FT 376,2
16857,FT 374,1
16858,FT 368,4
16858,FT 376,4
16859,FT 291,2
16859,FT 283,2
16859,FT 289,1
16860,FT 375,4
16860,FT 291,4
16860,FT 375,4
16861,FT 374,1
16862,FT 368,5
16862,FT 290,1
16863,FT 289,1
16863,FT 376,5
16864,FT 283,4
16864,FT 376,3
16865,FT 368,2
16865,FT 283,5
16865,FT 291,5
16865,FT 375,2
16865,FT 375,8
16865,FT 290,2
16865,FT 368,10
16866,FT 376,11
16866,FT 291,5
16866,FT 283,5
16866,FT 376,2
16866,FT 368,2
16867,FT 290,2
16867,FT 376,1
16867,FT 375,1
16868,FT 283,1
16869,FT 368,1
16869,FT 291,1
16870,FT 374,1
16870,FT 283,1
16870,FT 291,1
16870,FT 376,1
16871,FT 289,1
16871,FT 375,1
16871,FT 368,1
16872,FT 368,2
16873,FT 376,2
16873,FT 375,1
16874,FT 374,2
16874,FT 374,1
16874,FT 291,1
16874,FT 376,3
16874,FT 375,3
16874,FT 368,3
16874,FT 283,1
16874,FT 375,1
16874,FT 376,1
16874,FT 368,1
16874,FT 376,2
16875,FT 291,2
16875,FT 368,2
16876,FT 290,1
16876,FT 283,2
16876,FT 375,1
16876,FT 291,1
16876,FT 374,2
16876,FT 289,1
16876,FT 293,1
16876,FT 375,1
16876,FT 368,2
16876,FT 290,1
16877,FT 376,2
16877,FT 283,1
16878,FT 368,3
16878,FT 376,3
16879,FT 375,3
16879,FT 290,1
16879,FT 291,4
16879,FT 283,4
16879,FT 374,1
16879,FT 291,1
16880,FT 375,1
16880,FT 283,1
16880,FT 376,1
16880,FT 368,1
16881,FT 374,1
16881,FT 374,1
16882,FT 289,1
16883,FT 376,1
16883,FT 368,2
16883,FT 375,4
16884,FT 291,2
16884,FT 283,2
16884,FT 378,1
16885,FT 291,5
16885,FT 290,2
16885,FT 368,5
16885,FT 376,5
16885,FT 283,5
16885,FT 375,5
16885,FT 293,1
16885,FT 376,6
16886,FT 291,4
16886,FT 375,5
16887,FT 368,6
16887,FT 290,1
16887,FT 283,4
16887,FT 283,2
16887,FT 376,3
16887,FT 291,2
16888,FT 368,3
16888,FT 375,3
16889,FT 166,1
16889,FT 50,1
16890,FT 134,1
16890,FT 370,2
16890,FT 285,13
16890,FT 374,2
16891,FT 367,1
16891,FT 373,1
16891,FT 289,14
16892,FT 219,1
16892,FT 370,2
16893,FT 134,1
16894,FT 285,1
16894,FT 166,2
16895,FT 50,2
16895,FT 290,1
16895,FT 283,1
16896,FT 374,3
16897,FT 134,1
16898,FT 370,2
16898,FT 289,14
16898,FT 376,9
16898,FT 291,1
16899,FT 368,9
16899,FT 378,6
16899,FT 375,2
16900,FT 219,1
16900,FT 285,14
16901,FT 367,1
16901,FT 288,1
16901,FT 374,1
16901,FT 283,1
16902,FT 283,1
16902,FT 374,1
16902,FT 289,1
16902,FT 283,1
16903,FT 283,1
16903,FT 374,2
16904,FT 289,1
16904,FT 283,1
16905,FT 368,1
16905,FT 375,1
16905,FT 376,1
16905,FT 374,1
16906,FT 374,2
16906,FT 376,3
16907,FT 374,1
16907,FT 290,1
16907,FT 291,1
16907,FT 375,2
16907,FT 283,1
16907,FT 368,3
16907,FT 374,1
16908,FT 289,1
16908,FT 374,1
16908,FT 291,1
16908,FT 283,1
16908,FT 374,1
16909,FT 283,1
16909,FT 376,1
16910,FT 289,1
16910,FT 291,1
16910,FT 368,1
16910,FT 290,1
16910,FT 291,1
16910,FT 283,1
16911,FT 376,1
16911,FT 375,1
16911,FT 283,1
16911,FT 291,1
16912,FT 368,1
16912,FT 376,2
16913,FT 289,1
16913,FT 375,2
16913,FT 368,2
16914,FT 283,2
16914,FT 376,1
16915,FT 375,1
16916,FT 291,1
16916,FT 368,2
16916,FT 375,1
16916,FT 376,4
16917,FT 290,2
16917,FT 368,4
16917,FT 283,2
16917,FT 289,2
16917,FT 291,2
16918,FT 368,5
16918,FT 125,3
16918,FT 283,1
16918,FT 291,4
16919,FT 120,2
16919,FT 376,1
16920,FT 375,7
16920,FT 289,1
16920,FT 368,1
16920,FT 290,1
16921,FT 376,1
16921,FT 376,1
16921,FT 368,1
16921,FT 374,3
16922,FT 375,1
16922,FT 376,2
16922,FT 283,1
16922,FT 368,2
16923,FT 291,1
16924,FT 374,3
16925,FT 375,2
16925,FT 375,1
16925,FT 368,1
16925,FT 376,1
16926,FT 283,2
16926,FT 374,2
16926,FT 289,1
16926,FT 375,1
16926,FT 291,1
16926,FT 376,1
16927,FT 368,2
16927,FT 376,1
16927,FT 374,1
16928,FT 368,1
16929,FT 375,1
16929,FT 375,1
16929,FT 291,1
16930,FT 374,1
16930,FT 376,1
16931,FT 283,1
16931,FT 368,1
16931,FT 368,7
16932,FT 283,2
16932,FT 289,1
16933,FT 374,1
16933,FT 291,1
16933,FT 375,3
16933,FT 376,3
16933,FT 283,1
16933,FT 291,1
16934,FT 375,2
16935,FT 368,1
16935,FT 374,1
16936,FT 376,1
16937,FT 134,1
16937,FT 219,1
16937,FT 370,2
16937,FT 166,1
16938,FT 134,2
16938,FT 370,3
16938,FT 288,2
16938,FT 367,2
16939,FT 219,2
16939,FT 376,10
16940,FT 374,3
16940,FT 368,10
16940,FT 285,13
16940,FT 378,5
16941,FT 50,1
16941,FT 289,13
16941,FT 375,1
16941,FT 285,210
16942,FT 376,12
16942,FT 289,208
16942,FT 283,7
16942,FT 378,7
16942,FT 291,4
16942,FT 368,14
16943,FT 289,223
16944,FT 285,225
16944,FT 289,230
16944,FT 285,230
16945,FT 289,1
16945,FT 293,1
16945,FT 291,1
16945,FT 375,1
16945,FT 289,274
16945,FT 283,1
16946,FT 285,271
16947,FT 290,1
16947,FT 374,1
16948,FT 376,1
16948,FT 289,9
16948,FT 378,1
16948,FT 370,1
16949,FT 368,1
16949,FT 285,9
16950,FT 290,1
16951,FT 376,1
16951,FT 283,2
16951,FT 368,2
16951,FT 291,1
16952,FT 374,1
16952,FT 375,1
16953,FT 376,1
16953,FT 368,1
16953,FT 368,1
16954,FT 291,1
16954,FT 290,1
16954,FT 283,1
16955,FT 376,1
16955,FT 374,1
16956,FT 283,1
16956,FT 368,6
16957,FT 375,2
16957,FT 290,1
16958,FT 376,3
16958,FT 290,1
16958,FT 368,1
16958,FT 293,9
16958,FT 376,1
16958,FT 370,1
16958,FT 285,38
16959,FT 285,188
16959,FT 285,176
16960,FT 285,142
16960,FT 370,1
16960,FT 285,1
16961,FT 134,1
16961,FT 370,2
16961,FT 375,4
16962,FT 368,4
16963,FT 283,2
16963,FT 376,4
16963,FT 291,2
16964,FT 283,1
16965,FT 376,2
16965,FT 290,1
16966,FT 368,2
16966,FT 291,1
16966,FT 375,1
16966,FT 375,2
16966,FT 376,4
16967,FT 283,3
16967,FT 291,2
16967,FT 290,2
16967,FT 368,4
16968,FT 374,1
16968,FT 374,1
16968,FT 375,4
16968,FT 368,5
16968,FT 283,6
16969,FT 376,5
16970,FT 291,5
16970,FT 290,1
16970,FT 375,1
16971,FT 291,6
16971,FT 283,7
16971,FT 368,6
16972,FT 376,6
16972,FT 290,1
16973,FT 120,18
16973,FT 375,1310
16973,FT 34,3
16973,FT 376,121
16973,FT 368,49
16973,FT 125,37
16973,FT 291,5
16974,FT 124,30
16974,FT 290,3
16975,FT 32,3
16975,FT 283,7
16976,FT 376,10
16976,FT 291,1
16977,FT 375,2
16977,FT 283,3
16977,FT 368,8
16977,FT 293,1
16977,FT 283,1
16978,FT 374,1
16979,FT 368,3
16980,FT 375,1
16980,FT 376,2
16981,FT 291,1
16981,FT 374,1
16981,FT 289,1
16981,FT 291,5
16981,FT 378,2
16981,FT 368,6
16981,FT 376,6
16982,FT 293,5
16982,FT 375,8
16982,FT 283,5
16982,FT 291,1
16982,FT 376,1
16982,FT 283,1
16982,FT 368,1
16982,FT 293,1
16983,FT 378,1
16983,FT 375,2
16984,FT 283,6
16984,FT 293,2
16985,FT 376,4
16985,FT 378,2
16985,FT 375,6
16985,FT 368,4
16985,FT 291,5
16985,FT 283,2
16985,FT 376,2
16985,FT 368,2
16985,FT 378,3
16985,FT 291,1
16985,FT 293,3
16985,FT 375,2
16985,FT 283,4
16985,FT 375,4
16985,FT 368,4
16985,FT 291,3
16985,FT 376,4
16986,FT 368,1
16986,FT 283,2
16986,FT 291,1
16986,FT 376,1
16986,FT 290,1
16986,FT 376,1
16986,FT 375,1
16986,FT 289,1
16987,FT 283,1
16987,FT 368,1
16987,FT 374,1
16987,FT 374,1
16987,FT 283,2
16987,FT 375,4
16988,FT 291,2
16988,FT 376,2
16988,FT 368,2
16988,FT 376,2
16988,FT 375,2
16988,FT 283,2
16989,FT 291,2
16989,FT 368,2
16989,FT 283,5
16989,FT 375,6
16989,FT 368,5
16990,FT 291,4
16990,FT 376,5
16990,FT 368,6
16990,FT 291,5
16990,FT 375,5
16990,FT 283,5
16991,FT 290,1
16991,FT 376,6
16991,FT 370,3
16991,FT 376,10
16991,FT 367,1
16992,FT 166,1
16992,FT 50,1
16993,FT 378,5
16993,FT 289,20
16993,FT 375,1
16993,FT 283,2
16993,FT 285,17
16993,FT 219,1
16993,FT 373,1
16993,FT 368,10
16994,FT 291,2
16994,FT 374,3
16994,FT 134,1
16995,FT 283,2
16995,FT 368,1
16995,FT 291,1
16995,FT 375,1
16995,FT 376,1
16995,FT 283,1
16995,FT 289,1
16995,FT 375,1
16995,FT 368,1
16995,FT 291,1
16996,FT 368,1
16996,FT 291,1
16997,FT 283,1
16997,FT 375,1
16997,FT 376,1
16998,FT 283,8
16998,FT 368,6
16998,FT 291,8
16999,FT 376,7
16999,FT 283,8
17000,FT 368,5
17000,FT 291,7
17000,FT 376,6
17000,FT 368,1
17001,FT 376,1
17001,FT 283,1
17001,FT 291,1
17001,FT 368,4
17001,FT 283,1
17001,FT 375,3
17001,FT 290,1
17001,FT 376,4
17001,FT 283,1
17002,FT 374,1
17002,FT 283,1
17002,FT 376,4
17003,FT 375,3
17003,FT 283,1
17004,FT 291,1
17005,FT 368,4
17005,FT 378,2
17005,FT 283,2
17005,FT 293,1
17005,FT 375,2
17005,FT 376,2
17006,FT 368,2
17006,FT 378,1
17006,FT 291,1
17006,FT 283,8
17007,FT 376,8
17007,FT 378,1
17008,FT 291,8
17008,FT 368,8
17008,FT 283,8
17009,FT 291,8
17009,FT 368,8
17009,FT 376,8
17009,FT 378,1
17009,FT 283,1
17009,FT 368,1
17010,FT 375,1
17010,FT 376,1
17011,FT 293,1
17011,FT 291,1
17012,FT 374,1
17012,FT 368,1
17012,FT 289,1
17012,FT 374,1
17013,FT 376,2
17013,FT 375,2
17013,FT 368,2
17013,FT 283,2
17013,FT 368,2
17014,FT 291,1
17014,FT 376,1
17015,FT 374,1
17015,FT 375,1
17016,FT 376,1
17017,FT 291,4
17017,FT 368,1
17018,FT 283,4
17018,FT 125,1
17018,FT 120,1
17018,FT 291,6
17018,FT 368,6
17019,FT 290,1
17019,FT 376,4
17020,FT 283,4
17020,FT 375,7
17020,FT 375,1
17021,FT 283,2
17021,FT 368,1
17022,FT 291,2
17023,FT 376,1
17024,FT 375,1
17024,FT 376,1
17024,FT 368,1
17024,FT 378,1
17024,FT 375,1
17024,FT 368,1
17024,FT 376,1
17024,FT 376,2
17024,FT 375,3
17024,FT 368,2
17025,FT 283,1
17025,FT 291,1
17025,FT 219,1
17025,FT 134,1
17025,FT 367,1
17025,FT 370,1
17026,FT 288,1
17026,FT 374,1
17026,FT 370,1
17026,FT 219,1
17026,FT 134,1
17027,FT 134,1
17027,FT 370,3
17027,FT 219,1
17027,FT 71,5
17028,FT 193,10
17028,FT 71,4
17029,FT 193,1
17029,FT 71,25
17030,FT 193,29
17030,FT 71,15
17031,FT 193,19
17031,FT 71,6
17031,FT 193,2
17031,FT 193,8
17031,FT 201,299
17031,FT 80,253
17032,FT 71,8
17032,FT 71,9
17032,FT 193,12
17032,FT 193,3
17032,FT 71,3
17032,FT 193,4
17033,FT 71,3
17033,FT 193,2
17034,FT 71,1
17035,FT 193,2
17035,FT 193,2
17035,FT 71,2
17035,FT 134,1
17036,FT 219,1
17036,FT 71,2
17037,FT 71,3
17037,FT 193,2
17038,FT 71,7
17038,FT 193,6
17038,FT 134,1
17039,FT 219,1
17039,FT 193,1
17039,FT 71,1
17040,FT 71,7
17040,FT 193,8
17041,FT 80,1
17041,FT 201,1
17041,FT 71,4
17041,FT 196,2
17042,FT 74,2
17042,FT 74,1
17042,FT 71,2
17042,FT 193,1
17042,FT 196,1
17042,FT 196,1
17042,FT 74,1
17042,FT 71,7
17042,FT 193,1
17042,FT 71,3
17042,FT 193,1
17042,FT 71,189
17042,FT 193,78
17042,FT 108,1
17042,FT 71,180
17042,FT 193,53
17042,FT 193,41
17042,FT 71,131
17043,FT 193,8
17044,FT 71,71
17044,FT 193,3
17044,FT 71,2
17044,FT 193,1
17045,FT 201,1
17045,FT 80,1
17045,FT 71,1
17045,FT 71,5
17045,FT 193,3
17045,FT 193,1
17046,FT 71,2
17047,FT 71,3
17047,FT 71,1
17048,FT 193,3
17048,FT 71,20
17049,FT 71,3
17049,FT 71,1
17050,FT 193,1
17051,FT 193,1
17051,FT 71,2
17052,FT 71,23
17052,FT 196,1
17053,FT 193,1
17053,FT 193,1
17053,FT 71,4
17053,FT 71,2
17053,FT 71,8
17053,FT 71,4
17053,FT 71,11
17053,FT 193,8
17053,FT 71,1
17053,FT 71,3
17053,FT 193,2
17053,FT 193,2
17053,FT 193,2
17053,FT 71,6
17053,FT 71,6
17053,FT 193,1
17054,FT 71,2
17054,FT 193,2
17054,FT 193,1
17054,FT 71,3
17054,FT 71,1
17054,FT 193,1
17054,FT 71,7
17054,FT 193,1
17054,FT 71,4
17054,FT 193,5
17054,FT 71,5
17054,FT 71,30
17055,FT 193,20
17055,FT 71,2
17056,FT 312,1
17056,FT 232,1
17056,FT 227,1
17057,FT 307,1
17057,FT 313,1
17058,FT 312,5
17058,FT 232,3
17058,FT 307,3
17058,FT 227,1
17058,FT 232,4
17058,FT 227,4
17058,FT 134,1
17058,FT 219,1
17058,FT 134,2
17058,FT 219,1
17058,FT 135,1
17058,FT 219,1
17058,FT 134,1
17059,FT 53,1
17059,FT 305,2
17060,FT 75,1
17060,FT 222,1
17061,FT 75,2
17061,FT 306,2
17062,FT 54,1
17062,FT 345,1
17062,FT 306,2
17062,FT 75,4
17063,FT 222,2
17064,FT 75,2
17064,FT 134,1
17065,FT 306,1
17065,FT 75,1
17065,FT 197,6
17065,FT 222,1
17065,FT 305,1
17065,FT 223,2
17066,FT 306,2
17066,FT 75,4
17066,FT 170,7
17066,FT 345,1
17066,FT 304,1
17067,FT 54,6
17067,FT 222,1
17067,FT 273,1
17068,FT 170,1
17068,FT 273,1
17068,FT 345,1
17068,FT 222,1
17069,FT 54,2
17069,FT 306,2
17069,FT 75,1
17069,FT 306,1
17069,FT 306,1
17069,FT 223,1
17069,FT 273,2
17069,FT 54,1
17069,FT 170,1
17069,FT 68,3
17069,FT 134,1
17069,FT 219,1
17070,FT 306,2
17070,FT 75,1
17071,FT 273,1
17071,FT 170,1
17071,FT 54,1
17071,FT 273,1
17071,FT 68,3
17071,FT 53,3
17072,FT 169,1
17072,FT 318,2
17072,FT 68,3
17072,FT 345,2
17072,FT 54,1
17072,FT 68,1
17073,FT 170,1
17073,FT 54,3
17073,FT 273,1
17073,FT 170,1
17073,FT 54,1
17073,FT 179,2
17074,FT 170,1
17074,FT 273,5
17074,FT 68,9
17074,FT 345,1
17075,FT 68,7
17075,FT 273,4
17076,FT 305,2
17076,FT 75,1
17076,FT 345,2
17077,FT 219,1
17077,FT 75,2
17077,FT 134,1
17077,FT 54,2
17077,FT 306,2
17077,FT 75,1
17077,FT 306,2
17077,FT 54,1
17077,FT 68,2
17078,FT 54,1
17078,FT 170,1
17078,FT 134,1
17079,FT 219,1
17079,FT 170,3
17079,FT 54,1
17079,FT 68,2
17079,FT 170,1
17080,FT 54,1
17080,FT 318,1
17081,FT 170,3
17081,FT 68,1
